10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
12/22/2024 11:25:23	AP90	758	atyaṃta	non-entity	nonentity	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/22/2024 11:25:53	AP90	758	atyaṃta	( LB — raḥ) a kind of grain. 	— (raḥ) a kind of grain. 	Typo	srhodes@snowcrest.net	
12/22/2024 11:30:14	LRV	746	atyantasaṃyoga	co-existence	coexistence	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/22/2024 11:31:29	AP90	758	atyaṃta	co-existence	coexistence	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/22/2024 11:32:41	LRV	747	atyantika	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/22/2024 11:37:45	LRV	752	atyaha	atyaha	atyahna	Typo – Please note that this is a Headword Typo. Compare with APTE and MW. Super Kaching!	srhodes@snowcrest.net	
12/22/2024 12:04:55	SHS	818	atīvra	dull insipid	dull, insipid	Typo	srhodes@snowcrest.net	
12/22/2024 12:06:57	SHS	822	atula	Unequalled,	Unequalled;	Typo	srhodes@snowcrest.net	
12/22/2024 12:08:47	SHS	824	atulya	Unequalled. unparalleled	Unequalled, unparalleled	Typo	srhodes@snowcrest.net	
12/22/2024 12:11:30	SHS	825	atuhinarasmi	atuhinadhābha	atuhinadhāman	Typo	srhodes@snowcrest.net	
12/22/2024 12:12:07	SHS	825	atuhinarasmi	atuhinarasmi	atuhinaraśmi	Typo – Headword Typo – Kaching!	srhodes@snowcrest.net	
12/22/2024 12:20:32	SHS	835	attṛ	-ttvī	-ttrī	Typo	srhodes@snowcrest.net	
12/22/2024 13:50:01	MW	78427	jāgṛ	añāgari	ajāgari	Typo – Scott finds small needle in large haystack (kaching!)	srhodes@snowcrest.net	
12/22/2024 15:17:32	SHS	843	atyantābhāva	non-existence	nonexistence	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/22/2024 15:20:17	SHS	845	atyantīna	quickly. or actively	quickly or actively	Typo	srhodes@snowcrest.net	
12/23/2024 05:49:11	AP90	761	atyamla	°paṇīṃ	°parṇī	Typo	srhodes@snowcrest.net	
12/23/2024 11:45:12	AP90	779	atyuktā	of LB 4 lines, each of LB 2 syllables.	of 4 lines, each of 2 syllables.	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
12/23/2024 12:13:27	AP90	786	atra	lady-ship	Ladyship	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, note that I have chose to use the capital letter ""L"" as this appears to be the standard for this usage of this term in the English Language."	srhodes@snowcrest.net	
12/23/2024 12:59:28	SHS	875	atrinetraja	See atriṭṭhagja	See atridṛgja	"Typo – Please note that this is a VERY serious ""print change"". I am confident of this correction based upon easy confusion of the letters ""ṭṭha""  for  ""dṛ""  in the case of bad printing.  Do I hear a Super Kaching?"	srhodes@snowcrest.net	
12/23/2024 13:06:36	LRV	757	atratya	tins	this	Typo	srhodes@snowcrest.net	
12/23/2024 13:09:38	LRV	759	atri	Ṛishi	Ṛṣi  OR  Rishi	"Typo – Please note that you have a choice depending upon how you choose to make this correction: either FULL diacritical marks or ZERO diacritical marks. It is good either way. Once you have made your decision, please consider this to be a Global Change across all dictionaries (both with the capital letter ""R"" and with the lower case ""r"" to cover all cases). Kaching!"	srhodes@snowcrest.net	
12/23/2024 13:15:13	MW	3516	atrinetraprasūta	See Below	"It is curious that proper alphabetical order has NOT been observed in the listing of these words: where the words ending with ""bhava"" and ""bhū"" should precede the words ending with ""sūta"". Of course I have made this correction in my own dictionary."	See Above	srhodes@snowcrest.net	
12/23/2024 13:17:24	LRV	762.2	atrinetraprasūta	See below	"It is curious that proper alphabetical order has NOT been observed in the listing of these two words: ""atrinetraprasūta"" (which should precede) and ""atrinetrabhū"" (which should follow). Of course I have made this correction in my own dictionary."	See above	srhodes@snowcrest.net	
12/24/2024 06:09:30	SHS	883	athakim	howelse	how else	Typo	srhodes@snowcrest.net	
12/24/2024 06:16:01	SHS	888	atho	ind,	ind.	"Typo – Please note the ""Luck Number ID""."	srhodes@snowcrest.net	
12/24/2024 06:52:50	SHS	889	ada	yasa	ghas • (  or technically the root घसॢ  )	"Typo – Please note this correction is largely due to the Great Textbook of Sanskrit, ""SiddhāntaKaumudī"". Andhrabharati apparently does not think highly of this Great textbook, and I understand from his reproachful comment that He Himself has NOT gone through the entire text of ""SiddhāntaKaumudī"". The reason people do not appreciate the SiddhāntaKaumudī is because, frankly it is a difficult text, but I rank it at the top!"	srhodes@snowcrest.net	
12/24/2024 06:57:21	LRV	780	adat	Tooth-less	Toothless	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/24/2024 06:59:20	LRV	781	adatta	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""aṭṭa 1"" and """"aṭṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/24/2024 13:50:40	AP90	821	adadhryaṃc	adadhryaṃc [amuṃ aṃcati adas-aṃc kvip adhryāgamaḥ	adadryaṃc [amuṃ aṃcati adas-aṃc kvip adryāgamaḥ	"Typo – Please note that this correction is based upon a combination of MW dictionary and Vācaspatyam. I hope that Andhrabharati will have a look into this. I do not find the word ""adadhryaṃc"" or ""adadhryañc"" (with the letter dh) anywhere else. MW gives the Headword ""adadryañc"" and Vācaspatyam prints, "" अमुमञ्चति अदस् + अन्च--क्विप् अद्र्यागमः"". This correction is a Super Kaching (pending confirmation by Jim or Andhrabharati)."	srhodes@snowcrest.net	
12/25/2024 03:41:29	MW	manvantara	157511	Manv-antaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manv-antaras,	Manvantaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manvantaras,	"Typo – Please note that I prefer the parsing ""Manv-antara"" to occur a single as it appears at the top of the Window display. After that, I eliminate the parsing in the body of the definition."	srhodes@snowcrest.net	
12/25/2024 03:41:29	MW	manvantara	157511	Manv-antaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manv-antaras,	Manvantaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manvantaras,	"Typo – Please note that I prefer the parsing ""Manv-antara"" to occur a single as it appears at the top of the Window display. After that, I eliminate the parsing in the body of the definition."	srhodes@snowcrest.net	
12/25/2024 03:41:29	MW	manvantara	157511	Manv-antaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manv-antaras,	Manvantaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manvantaras,	"Typo – Please note that I prefer the parsing ""Manv-antara"" to occur a single as it appears at the top of the Window display. After that, I eliminate the parsing in the body of the definition."	srhodes@snowcrest.net	
12/25/2024 03:41:29	MW	manvantara	157511	Manv-antaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manv-antaras,	Manvantaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manvantaras,	"Typo – Please note that I prefer the parsing ""Manv-antara"" to occur a single as it appears at the top of the Window display. After that, I eliminate the parsing in the body of the definition."	srhodes@snowcrest.net	
12/25/2024 11:55:43	LRV	785	adattā	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""aṭṭa 1"" and """"aṭṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/25/2024 12:00:12	LRV	788	adanta	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. Of course MW has an ""adanta 1"" and ""adanta 2"", but here perhaps the double listing is not needed, unless you would like to add the numbering ""1"" and ""2"" in the Hierarchy list itself."	Headword Listed Twice	srhodes@snowcrest.net	
12/25/2024 12:06:28	SHS	898	adanīya	eaten.	eaten,  OR  eaten;	Typo – I prefer one of the above suggestions.	srhodes@snowcrest.net	
12/25/2024 12:10:39	SHS	905	adasa	adasa	adas	Typo	srhodes@snowcrest.net	
12/25/2024 12:22:23	SHS	912	aditi	DAKSHA, wife of KASYAPA	DAKṢA, wife of KAŚYAPA	Typo – Please consider this to be a Global Correction across all dictionaries for each word individually (and of course not always in full capital letters).	srhodes@snowcrest.net	
12/25/2024 12:27:05	AP90	853	adūṣita	unspotted	unspoiled	"Typo – Please note that Scott has ""spotted"" the ""unspotted"" and it is seen to be ""unspoiled"". Kaching!"	srhodes@snowcrest.net	
12/25/2024 12:31:15	SHS	916	adṛś	m.	mfn.	"Typo – Please note that the definition ""blind"" is applicable to all genders as a modifier to the noun. I consider this to be a grammatical ""adjective"", but previously, Jim has commented that there are no adjectives in Sanskrit, which I find to be a strange statement."	srhodes@snowcrest.net	
12/25/2024 12:35:53	SHS	918	adṛṣṭa	unfelt.	unfelt,	Typo	srhodes@snowcrest.net	
12/25/2024 12:58:34	LRV	794	aditi	Speech	speech	Typo	srhodes@snowcrest.net	
12/25/2024 13:01:44	LRV	796	adurga	strong-hold	stronghold	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/25/2024 13:03:19	LRV	798	adūra	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/25/2024 13:08:52	LRV	802	adṛṣṭa	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""aṭṭa 1"" and """"aṭṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 05:43:27	AP90	857	adṛṣṭa	peace-making	peacemaking	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/26/2024 10:54:15	LRV	802	adṛṣṭa	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""adṛṣṭa 1"" and ""adṛṣṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 10:54:36	LRV	809	adeva	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""adeva 1"" and ""adeva 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 11:06:15	LRV	818	adbhuta	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""adbhuta 1"" and ""adbhuta 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 11:14:12	LRV	822	adya	Headword SHOULD BE Listed Twice	"This correction of course is up to you; it is a bit humorous, because FINALLY we have a word with TWO different origins and meanings, but only a SINGLE listing! LB Of course, the Great Etymologies Dictionary of the Sanskrit Language : ""MW"", distinguishes the existence of ""adya 1"" and ""adya 2"", therefore, I raise the point for you consideration. Especially as the Vaidya Standard Sanskrit-English Dictionary is FOND of DOUBLE LISTING headwords, though USUALLY to no purpose!"	Headword SHOULD BE Listed Twice	srhodes@snowcrest.net	
12/26/2024 11:21:32	LRV	827.1	adyadivasa	e.g. adyādinamārabhya	e.g. adyadivasamārabhya  OR  simply delete.	"Typo - Please note that this TYPO is a ""carryover"" from the previous Headword, both of which occur ""grouped"" on the printed page. However, the ""grouping"" does not mean that the example given for the FIRST Headword should also be included with the second Headword."	srhodes@snowcrest.net	
12/26/2024 11:24:41	LRV	832	adyatana	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""adyatana 1"" and ""adyatana 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 11:47:16	MW	157511	manvantara	Manv-antaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manv-antaras,	Manvantaras have already elapsed, and the 7th, presided over by Manu Vaivasvata, is now going on; 7 more are to come, making 14 Manvantaras,	"Typo – Please note that I prefer the parsing ""Manv-antara"" to occur a single time as it appears at the top of the Window display. After that, I eliminate the parsing in the body of the definition."	srhodes@snowcrest.net	
12/26/2024 11:50:42	MW	3850	adyatanīya	now-a-days	nowadays	"Typo – Please note that nowadays this expression is written as ""nowadays"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 11:51:36	MW	3849	adyatanīya	to-day	today	"Typo – Please note that today this expression is written as ""today"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 11:53:02	LRV	832	adyatana	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""adyatana 1"" and ""adyatana 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/26/2024 11:54:52	LRV	835	adyatanīya	now-a-days	nowadays	"Typo – Please note that today this expression is written as ""nowadays"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 12:12:07	MW	3844	adyatana	to-day	today	"Typo – Please note that today this word is written as ""today"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 12:12:34	SHS	932	adya	To-day	Today	"Typo – Please note that today this word is written as ""today"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 12:13:38	MW	3845	adyatana	now-a-days	nowadays	"Typo – Please note that nowadays this expression is written as ""nowadays"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 12:15:25	SHS	934	adyatanabhūta	to-day	today	"Typo – Please note that today this word is written as ""today"". Therefore, please consider this to be a Global Correction across all dictionaries, so that we may keep up to date with the Current Standard of the English Language."	srhodes@snowcrest.net	
12/26/2024 12:53:38	SHS	944	adripati	Himalaya	Himālaya	Typo – Please note that this is a suggested Global Correction across all dictionaries.	srhodes@snowcrest.net	
12/26/2024 15:29:29	AP90	864	adreśya	Invisible(adṛśya)	Invisible (adṛśya)	Typo	srhodes@snowcrest.net	
12/27/2024 04:05:30	PUI	273	aṇḍa	egg shaped	egg-shaped	Typo – Please consider this to be a Global Correction across all dictionaries.	srhodes@snowcrest.net	
12/27/2024 05:27:29	LRV	844	adridroṇi	Wrong Book Page Link	"The book page link needs to be updated to the following webpage: ""https://www.sanskrit-lexicon.uni-koeln.de/scans/csl-apidev/servepdf.php?dict=lrv&page=014"""	Wrong Book Page Link	srhodes@snowcrest.net	
12/27/2024 05:31:27	LRV	844	adridroṇi	Wrong Book Page Link	"The book page link needs to be updated to the following webpage: ""https://www.sanskrit-lexicon.uni-koeln.de/scans/csl-apidev/servepdf.php?dict=lrv&page=014"" LB ALSO PLEASE NOTE THAT THIS ERROR APPLIES TO A NUMBER OF WORDS (preceding and subsequent). The correct link begins again with the Headword ""adroha  [ID=849]""."	Wrong Book Page Link	srhodes@snowcrest.net	
12/27/2024 05:35:29	LRV	850	advaya	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""advaya 1"" and ""advaya 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/27/2024 05:39:41	LRV	855	advitīya	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/27/2024 05:45:08	LRV	857	advaita	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/27/2024 05:47:32	LRV	859	advaitavādin	Brahman (m.)	Brahman (n.)	Typo – Kaching!	srhodes@snowcrest.net	
12/27/2024 05:49:37	LRV	860	adhama	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/27/2024 06:08:01	MW	3799	addhyālohakarṇa	addhyālohakarṇa	addhālohakarṇa	"Typo – Please note that this is likely to be a SERIOUS correction: 1) APTE clearly gives this word as ""addhālohakarṇa"".  2) If you examine the devanāgarī script of this Headword on the MW printed page, you will see that it matches perfectly with the devanāgarī script of the Headword ""addhā"" printed above. Also, if you make this correction, it may also require a ""placement correction"" as well, such as moving it prior to the headword ""addhāti [ID=3798]""."	srhodes@snowcrest.net	
12/27/2024 12:07:32	AP90	886	adriḥ	8 The number LB 7	8 The number 7	Typo	srhodes@snowcrest.net	
12/27/2024 12:21:34	AP90	886	adriḥ	( LB — laḥ) N.	— (laḥ) N.	Typo	srhodes@snowcrest.net	
12/27/2024 12:23:43	AP90	886	adriḥ	mountain side	mountainside	Typo – Please note that I have made this correction for my own dictionary according to the current standard of the English Language.	srhodes@snowcrest.net	
12/27/2024 12:29:52	AP90	886	adriḥ	Hamsa	Haṃsa	Typo	srhodes@snowcrest.net	
12/27/2024 12:36:40	MW	3878	adridugdha	not pressed out or extracted with stones	pressed out or extracted with stones	"Typo – Please note that this is likely to be a SERIOUS correction. 1) This correction follows APTE; 2) simply analyze the compound: ""adri (stone)""—""dugdha (extracted)""; 3) Now ask yourself, ""Where did the negative particle ""not"" arise from? Purely a mistake!"	srhodes@snowcrest.net	
12/28/2024 06:00:07	SHS	949	adriśṛṅga	m. (-ṅgaḥ)	n. (-ṅgam)	"Typo – Please note that this is a possible ""print change"": 1) APTE gives neuter gender; 2) MW gives neuter gender; 3) the final member of the compound: ""śṛṅga"" is neuter; 4) a Bahuvrīhi analysis of this compound seems unlikely; 5) Therefore, I conclude that, ""the horn of a mountain"" MUST be neuter gender in the compound: ""adriśṛṅga"""	srhodes@snowcrest.net	
12/28/2024 06:03:38	SHS	951	adrīśa	SIVA	ŚIVA	"Typo – Please consider this to be a Global Correction across all dictionaries. But of course this will need to apply also to the form: ""Siva""  ——becomes——  ""Śiva"".  Additionally, ""Shiva""  ——becomes——  ""Śiva"" (as a bonus Global correction)."	srhodes@snowcrest.net	
12/28/2024 06:05:00	SHS	951	adrīśa	HIMĀLAYĀ	HIMĀLAYA	Typo	srhodes@snowcrest.net	
12/28/2024 11:37:44	AP90	888	adruh	Headword Missing	"You may choose to add to the Hierarchy List, the Headword: ""adruhvan"" which is referenced here."	Headword Missing	srhodes@snowcrest.net	
12/28/2024 11:47:03	AP90	890	adrohaḥ	illfeeling	ill-feeling	Typo	srhodes@snowcrest.net	
12/28/2024 12:36:44	AP90	893	advayat	Headword Missing	"You may choose to add to the Hierarchy List, the Headword: ""advayas"" which is referenced here."	Headword Missing	srhodes@snowcrest.net	
12/28/2024 17:12:23	AP90	906	adhara	Line Break Needed	Mb. LB 4.  nearer and further.	"Line Break Needed; Please note that the number ""4"" is a listing of another numbered definition and needs to be placed on a new line in the window display."	srhodes@snowcrest.net	
12/29/2024 04:00:37	MW	189312	vahni	fires See agni	fires, see Agni	Typo – Please note that this correction precisely follows the printed text.	srhodes@snowcrest.net	
12/29/2024 05:34:39	LRV	865	adhara	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/29/2024 05:37:57	LRV	873	adharasvastika	Nādir	Nadir	Typo	srhodes@snowcrest.net	
12/29/2024 06:06:30	SHS	987	adharmma	Sruti and Smriti	Śruti and Smṛti	Typo – Please consider this to be a Global Correction across all dictionaries for each single word of the two words corrected above.	srhodes@snowcrest.net	
12/29/2024 06:12:52	SHS	994	adhaścaura	house-breaker	housebreaker	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/29/2024 06:18:03	LRV	881	adhokṣaja	Vishṇu or Kṛishṇa	Viṣṇu or Kṛṣṇa	Typo – Please consider this to be a Global Correction across all dictionaries for each single word of the two words corrected above.	srhodes@snowcrest.net	
12/29/2024 06:24:49	LRV	890	adhodṛṣṭi	down-cast	downcast	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/29/2024 06:25:50	LRV	891	adhaḥpāta	down-fall	downfall	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/29/2024 06:29:26	LRV	897	adhaḥsvastika	Nādir	Nadir	Typo	srhodes@snowcrest.net	
12/29/2024 10:38:26	AP90	918	adhas	( LB — 	— (	Typo – I hope that you can make this a Global Correction to ATPE. This type of error occurs often in the listing of compounds and it will be a headache to correct each instance on an individual basis.	srhodes@snowcrest.net	
12/29/2024 11:16:25	AP90	918	adhas	head-long	headlong	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/29/2024 11:22:21	AP90	918	adhas	nakshatra	nakṣatra	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"" you could make this target correction: ""ksh"" ——becomes—— ""kṣ"" (with proper transliteration)."	srhodes@snowcrest.net	
12/29/2024 23:11:32	SHS	43407	sasana	sam to sleep	sas to sleep	Typo	srhodes@snowcrest.net	
12/30/2024 02:46:22	MW	92748	dīdhī	didhīte, to shine	dīdhīte, to shine	Typo – Kaching!	srhodes@snowcrest.net	
12/30/2024 02:48:03	MW	92760	dīdhī	didhīte, 1. sg. dīdhye	dīdhīte, 1. sg. dīdhye	Typo – Kaching!	srhodes@snowcrest.net	
12/30/2024 02:49:38	MW	92760	dīdhī	dī́dhyānā	dī́dhyāna	Typo – Kaching!	srhodes@snowcrest.net	
12/30/2024 04:15:10	AP90	926	adhika	100 plus LB 8 = 108	100 plus 8 = 108	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
12/30/2024 04:40:38	AP90	926	adhika	out-doing	outdoing	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/30/2024 10:32:01	SHS	1007	adhikaraṇa	Mimansa	Mīmāṃsā	Typo – Please consider this to be a Global Correction across all dictionaries.	srhodes@snowcrest.net	
12/30/2024 10:59:37	SHS	1010	adhikarmmaka	adhikarmmaka	adhikarmmika	"Typo – Please note that this SHABDA itself proves this correction by the statement: ""and ik aff."""	srhodes@snowcrest.net	
12/30/2024 11:00:35	SHS	1010	adhikarmmaka	and ik aff.	and ika aff.	Typo – Please note that this is a likely correction.	srhodes@snowcrest.net	
12/30/2024 11:04:18	SHS	1012	adhikāra	3. Rule, government. 4. Right, title.	3. Rule, government. LB 4. Right, title.	Typo	srhodes@snowcrest.net	
12/30/2024 11:18:13	SHS	1018	adhikramaṇa	over-running	overrunning	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/30/2024 13:35:00	MW	239787	sas	in TS. also sasāsti	in TS. also sasásti	Typo – Please note that Andhrabharati may enjoy this correction as I Scott is paying attention to accent.	srhodes@snowcrest.net	
12/30/2024 14:03:00	SHS	43912	sāsrā	dew-lap	dewlap	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/30/2024 14:05:16	SHS	43912	sāsrā	sāsrā	sāsnā	"Typo – Please note that this correction is confirmed by SHABDA itself according to the statement: ""na Unādi aff"". Also, please note that this Headword correction is confirmed by All Sanskrit Authorities. Kaching!"	srhodes@snowcrest.net	
12/30/2024 16:06:49	AP90	936	adhikāritā	Headword Missing	"You may choose to add to the Hierarchy List, the Headword: ""adhikāritva"" which is referenced here."	Headword Missing	srhodes@snowcrest.net	
12/30/2024 17:52:40	MW	188394	vaś	Desid. vivaśiṣati Gr. Intens. vāvaśyate, vāvaśīti, or vāvaṣṭi, ib.;	Desid. vivaśiṣati, Gr. ; LB Intens. vāvaśyate, vāvaśīti, or vāvaṣṭi, ib.;	"Typo – Please note that this corrected format with a line break, seems to be the standard format for MW online. Also, I added the "";""  (at the end of the first line) which appears to be a "":"" on the printed page."	srhodes@snowcrest.net	
12/31/2024 05:57:25	SHS	1023	adhigama	attaining acquiring	attaining, acquiring	"Typo – Also, please note that the definitions listed here are to be carried to the following Headword ""adhigamana"". It may be helpful to make this clear as the following Headword ""adhigamana"" does NOT itself show a definition in its Window Display. So the ""grouping"" of these two Headwords (of identical definition) should be more clearly revealed here. Of course, this is obvious on the ""Printed Page"", but here, online it is a bit obscured."	srhodes@snowcrest.net	
12/31/2024 06:10:12	AP90	956	adhijya	bow-string	bowstring	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/31/2024 10:39:35	AP90	970	adhipaḥ	comp	comp.	Typo	srhodes@snowcrest.net	
12/31/2024 11:52:42	AP90	997	adhiratha	foster-father	foster father	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Please note that as evidence for this correction I cite the following two words: ""foster parent"", in English these two are note hyphenated. Therefore, I stand by this correction. Also, ""foster child, foster care, foster home"" No Hyphen!"	srhodes@snowcrest.net	
12/31/2024 11:53:40	AP90	997	adhiratha	cart-load	cartload	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
01/01/2025 02:31:52	SHS	26129	prakṣepa	casting projecting	casting, projecting	Typo	srhodes@snowcrest.net	
01/01/2025 02:33:06	SHS	26129	prakṣepa	2. Throwing into or upon. 3. Anything	2. Throwing into or upon. LB 3. Anything	"Line Break Needed • Please note that the number ""3"" is a listing of another numbered definition and needs to be placed on a new line in the window display."	srhodes@snowcrest.net	
